Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.034s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.035s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.040s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.047s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.030s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.119s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.093s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.032s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.034s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.029s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:22,0.027s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:22,2022-06-02 16:21:23,0.031s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:23,2022-06-02 16:21:23,0.035s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:23,2022-06-02 16:21:23,0.053s,PASSED
"click(findTestObject(""Daftar/2. Kebijakan dan Privasi/Ceklis Tertarik Update Info Terbaru""))",Chrome 102.0.5005.61,,,2022-06-02 16:21:23,2022-06-02 16:21:23,0.169s,PASSED
"scrollToElement(findTestObject(""Daftar/2. Kebijakan dan Privasi/Scroll Webview""), 3)",Chrome 102.0.5005.61,,,2022-06-02 16:21:23,2022-06-02 16:21:23,0.097s,PASSED
"scrollToPosition(9999, 9999)",Chrome 102.0.5005.61,,,2022-06-02 16:21:23,2022-06-02 16:21:23,0.036s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-02 16:21:23,2022-06-02 16:21:25,2.008s,PASSED
"click(findTestObject(""Daftar/2. Kebijakan dan Privasi/Setujui kebijakan""))",Chrome 102.0.5005.61,Menyetujui Kebijakan,,2022-06-02 16:21:25,2022-06-02 16:21:25,0.213s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-02 16:21:25,2022-06-02 16:21:28,3.014s,PASSED
"click(findTestObject(""Daftar/2. Kebijakan dan Privasi/Lanjutkan ke Slide 3""))",Chrome 102.0.5005.61,"Next ke fase 3
",,2022-06-02 16:21:28,2022-06-02 16:21:28,0.140s,PASSED
"comment("" Next ke Fase 3 : Aktivasi Email"")",Chrome 102.0.5005.61,,,2022-06-02 16:21:28,2022-06-02 16:21:28,0.002s,PASSED
delay(10),Chrome 102.0.5005.61,,,2022-06-02 16:21:28,2022-06-02 16:21:38,10.001s,PASSED
,,,,,,,
Test Cases/Aktivasi Email Alternativ,Chrome 102.0.5005.61,,,2022-06-02 16:21:38,2022-06-02 16:22:05,26.381s,PASSED
"executeJavaScript(""window.open();"", [])",Chrome 102.0.5005.61,,,2022-06-02 16:21:39,2022-06-02 16:21:39,0.096s,PASSED
currentWindow = getWindowIndex(),Chrome 102.0.5005.61,,,2022-06-02 16:21:39,2022-06-02 16:21:39,0.061s,PASSED
switchToWindowIndex(currentWindow + 1),Chrome 102.0.5005.61,,,2022-06-02 16:21:39,2022-06-02 16:21:39,0.025s,PASSED
"navigateToUrl(""https://inboxkitten.com/"")",Chrome 102.0.5005.61,,,2022-06-02 16:21:39,2022-06-02 16:21:45,6.260s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-02 16:21:45,2022-06-02 16:21:48,3.009s,PASSED
"setText(findTestObject(""Aktivasi Email/MailBox""), email)",Chrome 102.0.5005.61,,,2022-06-02 16:21:48,2022-06-02 16:21:48,0.346s,PASSED
"click(findTestObject(""Aktivasi Email/Btn Periksa Email""))",Chrome 102.0.5005.61,,,2022-06-02 16:21:48,2022-06-02 16:21:49,0.240s,PASSED
delay(5),Chrome 102.0.5005.61,,,2022-06-02 16:21:49,2022-06-02 16:21:54,5.011s,PASSED
"click(findTestObject(""Aktivasi Email/Open Message""))",Chrome 102.0.5005.61,,,2022-06-02 16:21:54,2022-06-02 16:21:54,0.136s,PASSED
delay(1),Chrome 102.0.5005.61,,,2022-06-02 16:21:54,2022-06-02 16:21:55,1.021s,PASSED
"switchToFrame(findTestObject(""Aktivasi Email/Frame""), 1)",Chrome 102.0.5005.61,,,2022-06-02 16:21:55,2022-06-02 16:21:57,2.073s,PASSED
"click(findTestObject(""Aktivasi Email/Scroll Email""))",Chrome 102.0.5005.61,,,2022-06-02 16:21:57,2022-06-02 16:21:57,0.106s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:57,2022-06-02 16:21:57,0.335s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:57,2022-06-02 16:21:57,0.043s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-02 16:21:57,2022-06-02 16:21:57,0.045s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-02 16:21:57,2022-06-02 16:22:00,3.016s,PASSED
"click(findTestObject(""Aktivasi Email/Klik Aktivasi""))",Chrome 102.0.5005.61,,,2022-06-02 16:22:00,2022-06-02 16:22:01,0.238s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-02 16:22:01,2022-06-02 16:22:03,2.009s,PASSED
switchToWindowIndex(2),Chrome 102.0.5005.61,,,2022-06-02 16:22:03,2022-06-02 16:22:03,0.017s,PASSED
"click(findTestObject(""Aktivasi Email/masuk ke akun saya""))",Chrome 102.0.5005.61,,,2022-06-02 16:22:03,2022-06-02 16:22:05,1.977s,PASSED
,,,,,,,
Test Cases/Login,Chrome 102.0.5005.61,,,2022-06-02 16:22:05,2022-06-02 16:22:27,21.823s,PASSED
"verifyElementText(findTestObject(""Login/Dashboard""), ""Login untuk masuk ke akun Kamu."")",Chrome 102.0.5005.61,,,2022-06-02 16:22:05,2022-06-02 16:22:05,0.089s,PASSED
"setText(findTestObject(""Login/Email""), email + ""@inboxkitten.com"")",Chrome 102.0.5005.61,,,2022-06-02 16:22:05,2022-06-02 16:22:05,0.380s,PASSED
"setEncryptedText(findTestObject(""Login/Password""), ""nM+yxytsbVExwYpLLLYeHg=="")",Chrome 102.0.5005.61,,,2022-06-02 16:22:05,2022-06-02 16:22:06,0.336s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-02 16:22:06,2022-06-02 16:22:09,3.010s,PASSED
"click(findTestObject(""Login/LoginBtn""))",Chrome 102.0.5005.61,,,2022-06-02 16:22:09,2022-06-02 16:22:09,0.465s,PASSED
delay(15),Chrome 102.0.5005.61,,,2022-06-02 16:22:09,2022-06-02 16:22:24,15.014s,PASSED
"verifyElementText(findTestObject(""Login/Verify login Successfully""), ""Lengkapi Profilmu Untuk Aktivasi Akun dan RDF (Rekening Dana Funder)"")",Chrome 102.0.5005.61,,,2022-06-02 16:22:24,2022-06-02 16:22:24,0.155s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-02 16:22:24,2022-06-02 16:22:26,2.018s,PASSED
closeBrowser(),Chrome 102.0.5005.61,,,2022-06-02 16:22:26,2022-06-02 16:22:27,0.176s,PASSED
