Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ts = currentTimeMillis().toString(),Chrome 102.0.5005.61,,,2022-06-03 05:25:39,2022-06-03 05:25:39,0.010s,PASSED
"tambahEmail = ""mukti"" + Time",Chrome 102.0.5005.61,,,2022-06-03 05:25:39,2022-06-03 05:25:39,0.002s,PASSED
email = tambahEmail,Chrome 102.0.5005.61,,,2022-06-03 05:25:39,2022-06-03 05:25:39,0.001s,PASSED
"setText(findTestObject(""Daftar/1. Registrasi Pemberi Dana/Email""), tambahEmail + ""@inboxkitten.com"")",Chrome 102.0.5005.61,,,2022-06-03 05:25:39,2022-06-03 05:25:39,0.176s,PASSED
"setText(findTestObject(""Daftar/1. Registrasi Pemberi Dana/PhoneNumber""), Phone)",Chrome 102.0.5005.61,,,2022-06-03 05:25:39,2022-06-03 05:25:39,0.163s,PASSED
"setEncryptedText(findTestObject(""Daftar/1. Registrasi Pemberi Dana/Password""), ""nM+yxytsbVExwYpLLLYeHg=="")",Chrome 102.0.5005.61,Password di enkripsi,,2022-06-03 05:25:39,2022-06-03 05:25:40,0.410s,PASSED
"click(findTestObject(""Daftar/1. Registrasi Pemberi Dana/jenisAkun""))",Chrome 102.0.5005.61,Individual,,2022-06-03 05:25:40,2022-06-03 05:25:40,0.696s,PASSED
"selectOptionByLabel(findTestObject(""Daftar/1. Registrasi Pemberi Dana/BagaimanaKamuTauAlami""), ""Instagram"", true)",Chrome 102.0.5005.61,Instagram,,2022-06-03 05:25:40,2022-06-03 05:25:41,0.272s,PASSED
delay(4),Chrome 102.0.5005.61,,,2022-06-03 05:25:41,2022-06-03 05:25:45,4.020s,PASSED
"click(findTestObject(""Daftar/1. Registrasi Pemberi Dana/Daftar Alami""))",Chrome 102.0.5005.61,Click Lanjutkan ke tahap 2,,2022-06-03 05:25:45,2022-06-03 05:25:45,0.291s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-03 05:25:45,2022-06-03 05:25:47,2.004s,PASSED
"comment(""Fase 2"")",Chrome 102.0.5005.61,Kebijakan dan Privasi,,2022-06-03 05:25:47,2022-06-03 05:25:47,0.003s,PASSED
"click(findTestObject(""Daftar/scroll""))",Chrome 102.0.5005.61,,,2022-06-03 05:25:47,2022-06-03 05:25:47,0.103s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:47,2022-06-03 05:25:47,0.109s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:47,2022-06-03 05:25:47,0.070s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:47,2022-06-03 05:25:47,0.152s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:47,2022-06-03 05:25:47,0.089s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:47,2022-06-03 05:25:47,0.040s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:47,2022-06-03 05:25:48,0.047s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.039s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.034s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.038s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.035s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.029s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.028s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.029s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.033s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.047s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.039s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.032s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.031s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.033s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.032s,PASSED
"click(findTestObject(""Daftar/2. Kebijakan dan Privasi/Ceklis Tertarik Update Info Terbaru""))",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.100s,PASSED
"scrollToElement(findTestObject(""Daftar/2. Kebijakan dan Privasi/Scroll Webview""), 3)",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.107s,PASSED
"scrollToPosition(9999, 9999)",Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:48,0.025s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-03 05:25:48,2022-06-03 05:25:50,2.012s,PASSED
"click(findTestObject(""Daftar/2. Kebijakan dan Privasi/Setujui kebijakan""))",Chrome 102.0.5005.61,Menyetujui Kebijakan,,2022-06-03 05:25:50,2022-06-03 05:25:50,0.217s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-03 05:25:50,2022-06-03 05:25:53,3.022s,PASSED
"click(findTestObject(""Daftar/2. Kebijakan dan Privasi/Lanjutkan ke Slide 3""))",Chrome 102.0.5005.61,"Next ke fase 3
",,2022-06-03 05:25:53,2022-06-03 05:25:54,0.193s,PASSED
"comment("" Next ke Fase 3 : Aktivasi Email"")",Chrome 102.0.5005.61,,,2022-06-03 05:25:54,2022-06-03 05:25:54,0.003s,PASSED
delay(10),Chrome 102.0.5005.61,,,2022-06-03 05:25:54,2022-06-03 05:26:04,10.016s,PASSED
,,,,,,,
Test Cases/Aktivasi Email Alternativ,Chrome 102.0.5005.61,,,2022-06-03 05:26:04,2022-06-03 05:26:41,36.858s,PASSED
"executeJavaScript(""window.open();"", [])",Chrome 102.0.5005.61,,,2022-06-03 05:26:04,2022-06-03 05:26:04,0.090s,PASSED
currentWindow = getWindowIndex(),Chrome 102.0.5005.61,,,2022-06-03 05:26:04,2022-06-03 05:26:04,0.032s,PASSED
switchToWindowIndex(currentWindow + 1),Chrome 102.0.5005.61,,,2022-06-03 05:26:04,2022-06-03 05:26:04,0.024s,PASSED
"navigateToUrl(""https://inboxkitten.com/"")",Chrome 102.0.5005.61,,,2022-06-03 05:26:04,2022-06-03 05:26:20,16.094s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-03 05:26:20,2022-06-03 05:26:23,3.011s,PASSED
"setText(findTestObject(""Aktivasi Email/MailBox""), email)",Chrome 102.0.5005.61,,,2022-06-03 05:26:23,2022-06-03 05:26:24,0.318s,PASSED
"click(findTestObject(""Aktivasi Email/Btn Periksa Email""))",Chrome 102.0.5005.61,,,2022-06-03 05:26:24,2022-06-03 05:26:24,0.229s,PASSED
delay(5),Chrome 102.0.5005.61,,,2022-06-03 05:26:24,2022-06-03 05:26:29,5.012s,PASSED
"click(findTestObject(""Aktivasi Email/Open Message""))",Chrome 102.0.5005.61,,,2022-06-03 05:26:29,2022-06-03 05:26:29,0.138s,PASSED
delay(1),Chrome 102.0.5005.61,,,2022-06-03 05:26:29,2022-06-03 05:26:30,1.022s,PASSED
"switchToFrame(findTestObject(""Aktivasi Email/Frame""), 1)",Chrome 102.0.5005.61,,,2022-06-03 05:26:30,2022-06-03 05:26:32,2.256s,PASSED
"click(findTestObject(""Aktivasi Email/Scroll Email""))",Chrome 102.0.5005.61,,,2022-06-03 05:26:32,2022-06-03 05:26:32,0.125s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:26:32,2022-06-03 05:26:33,0.708s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:26:33,2022-06-03 05:26:33,0.120s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-03 05:26:33,2022-06-03 05:26:33,0.158s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-03 05:26:33,2022-06-03 05:26:36,3.030s,PASSED
"click(findTestObject(""Aktivasi Email/Klik Aktivasi""))",Chrome 102.0.5005.61,,,2022-06-03 05:26:36,2022-06-03 05:26:37,0.273s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-03 05:26:37,2022-06-03 05:26:39,2.010s,PASSED
switchToWindowIndex(2),Chrome 102.0.5005.61,,,2022-06-03 05:26:39,2022-06-03 05:26:39,0.033s,PASSED
"click(findTestObject(""Aktivasi Email/masuk ke akun saya""))",Chrome 102.0.5005.61,,,2022-06-03 05:26:39,2022-06-03 05:26:41,1.910s,PASSED
,,,,,,,
Test Cases/Login,Chrome 102.0.5005.61,,,2022-06-03 05:26:41,2022-06-03 05:27:04,22.968s,PASSED
"verifyElementText(findTestObject(""Login/Dashboard""), ""Login untuk masuk ke akun Kamu."")",Chrome 102.0.5005.61,,,2022-06-03 05:26:41,2022-06-03 05:26:41,0.099s,PASSED
"setText(findTestObject(""Login/Email""), email + ""@inboxkitten.com"")",Chrome 102.0.5005.61,,,2022-06-03 05:26:41,2022-06-03 05:26:41,0.347s,PASSED
"setEncryptedText(findTestObject(""Login/Password""), ""nM+yxytsbVExwYpLLLYeHg=="")",Chrome 102.0.5005.61,,,2022-06-03 05:26:41,2022-06-03 05:26:42,0.408s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-03 05:26:42,2022-06-03 05:26:45,3.008s,PASSED
"click(findTestObject(""Login/LoginBtn""))",Chrome 102.0.5005.61,,,2022-06-03 05:26:45,2022-06-03 05:26:45,0.781s,PASSED
delay(15),Chrome 102.0.5005.61,,,2022-06-03 05:26:45,2022-06-03 05:27:00,15.011s,PASSED
"verifyElementText(findTestObject(""Login/Verify login Successfully""), ""Lengkapi Profilmu Untuk Aktivasi Akun dan RDF (Rekening Dana Funder)"")",Chrome 102.0.5005.61,,,2022-06-03 05:27:00,2022-06-03 05:27:01,1.031s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-03 05:27:01,2022-06-03 05:27:03,2.019s,PASSED
closeBrowser(),Chrome 102.0.5005.61,,,2022-06-03 05:27:03,2022-06-03 05:27:04,0.166s,PASSED
