Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
switchToWindowIndex(currentWindow + 1),Chrome 102.0.5005.61,,,2022-06-05 09:52:47,2022-06-05 09:52:47,0.025s,PASSED
"navigateToUrl(""https://inboxkitten.com/"")",Chrome 102.0.5005.61,,,2022-06-05 09:52:47,2022-06-05 09:53:01,14.053s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-05 09:53:01,2022-06-05 09:53:04,3.009s,PASSED
"setText(findTestObject(""Aktivasi Email/MailBox""), email)",Chrome 102.0.5005.61,,,2022-06-05 09:53:04,2022-06-05 09:53:04,0.355s,PASSED
"click(findTestObject(""Aktivasi Email/Btn Periksa Email""))",Chrome 102.0.5005.61,,,2022-06-05 09:53:04,2022-06-05 09:53:04,0.261s,PASSED
delay(5),Chrome 102.0.5005.61,,,2022-06-05 09:53:04,2022-06-05 09:53:09,5.009s,PASSED
"click(findTestObject(""Aktivasi Email/Open Message""))",Chrome 102.0.5005.61,,,2022-06-05 09:53:09,2022-06-05 09:53:09,0.152s,PASSED
delay(1),Chrome 102.0.5005.61,,,2022-06-05 09:53:09,2022-06-05 09:53:10,1.024s,PASSED
"switchToFrame(findTestObject(""Aktivasi Email/Frame""), 1)",Chrome 102.0.5005.61,,,2022-06-05 09:53:10,2022-06-05 09:53:13,2.919s,PASSED
"click(findTestObject(""Aktivasi Email/Scroll Email""))",Chrome 102.0.5005.61,,,2022-06-05 09:53:13,2022-06-05 09:53:13,0.125s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-05 09:53:13,2022-06-05 09:53:14,0.355s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-05 09:53:14,2022-06-05 09:53:14,0.034s,PASSED
"sendKeys(findTestObject(null), Keys.chord(ALT, DOWN))",Chrome 102.0.5005.61,,,2022-06-05 09:53:14,2022-06-05 09:53:14,0.038s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-05 09:53:14,2022-06-05 09:53:17,3.017s,PASSED
"click(findTestObject(""Aktivasi Email/Klik Aktivasi""))",Chrome 102.0.5005.61,,,2022-06-05 09:53:17,2022-06-05 09:53:17,0.279s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-05 09:53:17,2022-06-05 09:53:19,2.010s,PASSED
switchToWindowIndex(2),Chrome 102.0.5005.61,,,2022-06-05 09:53:19,2022-06-05 09:53:19,0.047s,PASSED
"click(findTestObject(""Aktivasi Email/masuk ke akun saya""))",Chrome 102.0.5005.61,,,2022-06-05 09:53:19,2022-06-05 09:53:22,2.708s,PASSED
,,,,,,,
Test Cases/Login,Chrome 102.0.5005.61,,,2022-06-05 09:53:22,2022-06-05 09:53:44,21.950s,PASSED
"verifyElementText(findTestObject(""Login/Dashboard""), ""Login untuk masuk ke akun Kamu."")",Chrome 102.0.5005.61,,,2022-06-05 09:53:22,2022-06-05 09:53:22,0.103s,PASSED
"setText(findTestObject(""Login/Email""), email + ""@inboxkitten.com"")",Chrome 102.0.5005.61,,,2022-06-05 09:53:22,2022-06-05 09:53:23,0.423s,PASSED
"setEncryptedText(findTestObject(""Login/Password""), ""nM+yxytsbVExwYpLLLYeHg=="")",Chrome 102.0.5005.61,,,2022-06-05 09:53:23,2022-06-05 09:53:23,0.363s,PASSED
delay(3),Chrome 102.0.5005.61,,,2022-06-05 09:53:23,2022-06-05 09:53:26,3.012s,PASSED
"click(findTestObject(""Login/LoginBtn""))",Chrome 102.0.5005.61,,,2022-06-05 09:53:26,2022-06-05 09:53:27,0.530s,PASSED
delay(15),Chrome 102.0.5005.61,,,2022-06-05 09:53:27,2022-06-05 09:53:42,15.012s,PASSED
"verifyElementText(findTestObject(""Login/Verify login Successfully""), ""Lengkapi Profilmu Untuk Aktivasi Akun dan RDF (Rekening Dana Funder)"")",Chrome 102.0.5005.61,,,2022-06-05 09:53:42,2022-06-05 09:53:42,0.165s,PASSED
delay(2),Chrome 102.0.5005.61,,,2022-06-05 09:53:42,2022-06-05 09:53:44,2.016s,PASSED
closeBrowser(),Chrome 102.0.5005.61,,,2022-06-05 09:53:44,2022-06-05 09:53:44,0.235s,PASSED
